ENSEMBL	SYMBOL	TYPE	S085BE	S089BE	S110BE	S114BE	S117BE	S118BE	S132INBE
ENSG00000198298	ZNF485	protein_coding	11	24	66	45	19	46	12
ENSG00000145012	LPP	protein_coding	2866	2923	3436	2671	3286	4115	3323
ENSG00000096996	IL12RB1	protein_coding	33	4	18	20	22	43	53
ENSG00000085224	ATRX	protein_coding	1054	1238	1733	1004	934	1255	1139
ENSG00000124302	CHST8	protein_coding	47	85	38	68	9	51	16
ENSG00000267422	CTD-2554C21.1	transcribed_processed_pseudogene	51	58	92	47	68	56	101
ENSG00000173409	ARV1	protein_coding	49	91	123	114	93	105	52
ENSG00000197696	NMB	protein_coding	102	137	217	168	156	118	295
ENSG00000243955	GSTA1	protein_coding	11	5	54	20	4	3	42
ENSG00000101938	CHRDL1	protein_coding	168	203	52	116	46	366	103
ENSG00000056972	TRAF3IP2	protein_coding	950	1147	1070	994	898	901	982
ENSG00000196569	LAMA2	protein_coding	134	57	31	87	21	110	49
ENSG00000231793	DOC2GP	unitary_pseudogene	5	17	7	1	5	10	6
ENSG00000146776	ATXN7L1	protein_coding	179	209	284	152	94	171	149
ENSG00000116962	NID1	protein_coding	822	689	1147	784	1318	1620	718
ENSG00000123243	ITIH5	protein_coding	168	106	57	78	27	51	30
ENSG00000114126	TFDP2	protein_coding	472	637	563	330	228	407	271
ENSG00000101751	POLI	protein_coding	214	475	235	290	98	326	115
ENSG00000169951	ZNF764	protein_coding	142	189	171	140	104	134	90
ENSG00000183386	FHL3	protein_coding	122	380	347	384	183	168	181
ENSG00000182185	RAD51B	protein_coding	23	26	41	28	9	20	62
ENSG00000198105	ZNF248	protein_coding	173	303	256	182	96	179	120
ENSG00000181852	RNF41	protein_coding	549	676	912	671	602	736	654
ENSG00000181904	C5orf24	protein_coding	292	277	333	349	185	364	138
ENSG00000132824	SERINC3	protein_coding	1160	1484	1530	1319	1436	1592	1358
ENSG00000131050	BPIFA2	protein_coding	9	2	7	4	18	11	1
ENSG00000156787	TBC1D31	protein_coding	5	17	29	19	16	18	20
ENSG00000279329	CTD-2553L13.9	TEC	9	22	23	8	11	18	13
ENSG00000079150	FKBP7	protein_coding	32	27	21	49	0	28	10
ENSG00000229417	NPM1P25	processed_pseudogene	19	17	29	9	8	13	23
ENSG00000082146	STRADB	protein_coding	51	139	143	88	103	135	132
ENSG00000244038	DDOST	protein_coding	748	892	966	995	825	885	662
ENSG00000107147	KCNT1	protein_coding	34	31	59	1	21	21	28
ENSG00000182768	NGRN	protein_coding	347	381	444	395	282	345	334
ENSG00000235636	NUS1P1	processed_pseudogene	24	24	38	26	20	26	18
ENSG00000077585	GPR137B	protein_coding	321	366	426	256	432	385	420
ENSG00000169057	MECP2	protein_coding	1156	1418	1893	1080	1081	1346	1062
ENSG00000129084	PSMA1	protein_coding	180	168	200	216	205	244	175
ENSG00000179523	EIF3J-AS1	lincRNA	81	116	126	129	55	123	57
ENSG00000197580	BCO2	protein_coding	91	91	121	32	69	78	54
ENSG00000135211	TMEM60	protein_coding	80	107	134	133	92	108	98
ENSG00000089250	NOS1	protein_coding	269	438	380	125	116	435	171
ENSG00000006047	YBX2	protein_coding	9	40	55	3	15	8	30
ENSG00000237218	HLA-H	unprocessed_pseudogene	141	108	226	151	266	204	230
ENSG00000107164	FUBP3	protein_coding	451	514	736	520	473	617	380
ENSG00000275176	ACACA	protein_coding	985	1676	2757	1230	1223	1175	1493
ENSG00000256817	TPT1P12	processed_pseudogene	10	9	24	14	17	10	24
ENSG00000113441	LNPEP	protein_coding	708	889	924	656	666	930	591
ENSG00000139131	YARS2	protein_coding	223	243	321	310	197	245	148
ENSG00000167196	FBXO22	protein_coding	286	278	360	318	249	380	183
ENSG00000188295	ZNF669	protein_coding	62	70	96	96	52	70	59
ENSG00000230580	AC021016.7	processed_pseudogene	21	24	29	25	25	21	28
ENSG00000121742	GJB6	protein_coding	2	9	115	36	269	46	113
ENSG00000167186	COQ7	protein_coding	92	145	260	177	167	193	171
ENSG00000134533	RERG	protein_coding	13	39	66	65	8	40	16
ENSG00000172775	FAM192A	protein_coding	467	656	898	576	555	612	611
ENSG00000168286	THAP11	protein_coding	175	248	297	219	204	219	130
ENSG00000171401	KRT13	protein_coding	736	1246	2109	695	1687	948	2365
ENSG00000115364	MRPL19	protein_coding	118	165	290	257	192	241	132
ENSG00000089050	RBBP9	protein_coding	76	139	173	165	89	173	80
ENSG00000007168	PAFAH1B1	protein_coding	1206	1279	1409	1172	1134	1296	1193
ENSG00000198934	MAGEE1	protein_coding	49	87	45	57	14	40	10
ENSG00000134996	OSTF1	protein_coding	166	264	405	272	430	286	459
ENSG00000213801	ZNF321P	transcribed_processed_pseudogene	31	61	56	27	37	33	27
ENSG00000263004	RP11-166P13.3	lincRNA	6	15	13	5	5	3	12
ENSG00000282825	CTIF	protein_coding	462	528	658	411	334	465	338
ENSG00000144619	CNTN4	protein_coding	10	18	7	25	0	7	4
ENSG00000228612	HK2P1	processed_pseudogene	35	43	160	50	76	60	193
ENSG00000131446	MGAT1	protein_coding	1289	1589	1694	1416	1452	1524	1339
ENSG00000157593	SLC35B2	protein_coding	395	440	496	545	326	437	359
ENSG00000148985	PGAP2	protein_coding	126	150	235	145	100	135	184
ENSG00000149554	CHEK1	protein_coding	35	30	34	28	21	26	11
ENSG00000155545	MIER3	protein_coding	314	331	453	323	458	404	403
ENSG00000278129	ZNF8	protein_coding	287	280	453	191	223	312	230
ENSG00000166165	CKB	protein_coding	678	1099	947	677	798	648	936
ENSG00000133318	RTN3	protein_coding	717	914	977	872	699	820	724
ENSG00000188487	INSC	protein_coding	0	7	70	25	161	80	153
ENSG00000180340	FZD2	protein_coding	13	12	11	21	4	9	5
ENSG00000181350	LRRC75A	protein_coding	14	11	33	22	5	15	15
ENSG00000173889	PHC3	protein_coding	1286	1243	1436	872	1031	1366	937
ENSG00000164761	TNFRSF11B	protein_coding	29	2	14	13	3	13	4
ENSG00000164332	UBLCP1	protein_coding	123	139	207	204	110	238	126
ENSG00000100271	TTLL1	protein_coding	12	9	18	30	16	23	7
ENSG00000117682	DHDDS	protein_coding	211	334	600	424	388	424	357
ENSG00000172543	CTSW	protein_coding	1	12	24	7	13	4	4
ENSG00000086504	MRPL28	protein_coding	217	324	390	392	297	305	295
ENSG00000008056	SYN1	protein_coding	15	27	36	46	27	32	9
ENSG00000279491	RP11-810P12.7	TEC	7	30	32	18	20	22	17
ENSG00000197157	SND1	protein_coding	1568	1816	2003	1912	1676	1854	1561
ENSG00000246575	AC093162.5	unprocessed_pseudogene	40	51	77	15	43	37	61
ENSG00000162384	C1orf123	protein_coding	261	282	312	309	166	310	159
ENSG00000086062	B4GALT1	protein_coding	1324	1843	1685	1869	1713	2000	1477
ENSG00000185825	BCAP31	protein_coding	685	839	1014	893	871	841	921
ENSG00000160785	SLC25A44	protein_coding	502	488	722	492	421	408	666
ENSG00000188242	PP7080	antisense	81	128	157	142	86	134	82
ENSG00000124177	CHD6	protein_coding	1568	2025	2123	849	934	1195	1385
ENSG00000186088	GSAP	protein_coding	538	1089	1242	946	998	1258	1007
ENSG00000062485	CS	protein_coding	1008	1305	1480	1233	898	1237	1221
ENSG00000163611	SPICE1	protein_coding	150	240	455	151	282	226	324
ENSG00000180357	ZNF609	protein_coding	1518	1904	2181	1233	1370	1508	1765
ENSG00000145194	ECE2	protein_coding	68	67	122	180	80	113	23
ENSG00000085465	OVGP1	protein_coding	250	276	328	141	197	190	176
ENSG00000188042	ARL4C	protein_coding	838	984	973	779	590	874	785
ENSG00000175518	UBQLNL	protein_coding	45	46	57	20	10	27	38
ENSG00000144959	NCEH1	protein_coding	811	518	888	1098	544	1097	632
ENSG00000188215	DCUN1D3	protein_coding	419	499	535	420	517	445	857
ENSG00000135473	PAN2	protein_coding	1002	1332	1274	676	739	846	1058
ENSG00000233680	HNRNPA1P27	processed_pseudogene	2	1	37	1	7	5	46
ENSG00000233450	KIFC1	protein_coding	38	71	55	31	111	24	30
ENSG00000265688	MAFG-AS1	antisense	5	18	21	49	5	13	3
ENSG00000110031	LPXN	protein_coding	77	68	397	184	255	234	394
ENSG00000246089	RP11-115C21.2	antisense	41	57	69	113	41	21	72
ENSG00000277377	SERPINA1	protein_coding	486	306	334	544	201	979	512
ENSG00000173811	CCDC13-AS1	antisense	20	17	12	10	10	21	26
ENSG00000118961	LDAH	protein_coding	55	118	257	170	121	159	112
ENSG00000132356	PRKAA1	protein_coding	381	529	525	479	425	584	362
ENSG00000154380	ENAH	protein_coding	1515	1680	1444	1393	1039	1245	1111
ENSG00000181392	SYNE4	protein_coding	120	193	212	218	105	146	66
ENSG00000174928	C3orf33	protein_coding	9	11	15	17	4	16	5
ENSG00000128918	ALDH1A2	protein_coding	81	100	96	92	33	294	55
ENSG00000239305	RNF103	protein_coding	464	599	652	479	705	743	686
ENSG00000213025	COX20P1	processed_pseudogene	5	5	5	19	3	2	8
ENSG00000225840	AC010970.2	processed_pseudogene	1	10	10	7	3	3	19
ENSG00000115507	OTX1	protein_coding	48	33	22	11	7	8	3
ENSG00000235423	RP11-282O18.3	antisense	49	66	96	64	50	45	49
ENSG00000231966	RP11-12M5.4	lincRNA	8	14	21	9	5	12	12
ENSG00000140743	CDR2	protein_coding	646	600	526	607	483	730	337
ENSG00000007908	SELE	protein_coding	2193	91	203	489	334	533	715
ENSG00000123737	EXOSC9	protein_coding	160	156	231	225	134	195	99
ENSG00000186017	ZNF566	protein_coding	24	43	56	43	25	45	21
ENSG00000088356	PDRG1	protein_coding	147	161	256	219	139	181	163
ENSG00000114850	SSR3	protein_coding	598	628	770	1119	688	943	541
ENSG00000135097	MSI1	protein_coding	207	140	98	141	49	132	47
ENSG00000132024	CC2D1A	protein_coding	627	907	996	603	866	618	745
ENSG00000118495	PLAGL1	protein_coding	760	930	1208	600	454	897	985
ENSG00000239556	AC004951.5	transcribed_unprocessed_pseudogene	10	8	23	6	13	5	19
ENSG00000205918	PDPK2P	transcribed_unprocessed_pseudogene	5	3	15	3	6	9	17
ENSG00000170100	ZNF778	protein_coding	120	182	335	161	129	198	95
ENSG00000067082	KLF6	protein_coding	3079	3328	2984	3098	2465	3165	2711
ENSG00000178726	THBD	protein_coding	975	473	967	539	1592	1102	1689
ENSG00000168259	DNAJC7	protein_coding	457	466	668	444	532	477	642
ENSG00000230733	AC092171.4	lincRNA	82	116	182	119	128	133	71
ENSG00000234171	RNASEH1-AS1	antisense	12	17	23	55	7	15	9
ENSG00000239948	RN7SL368P	misc_RNA	10	7	34	7	26	13	33
ENSG00000184277	TM2D3	protein_coding	467	493	538	465	315	470	281
ENSG00000225854	RP11-569G9.7	processed_pseudogene	4	13	52	5	13	8	71
ENSG00000111850	SMIM8	protein_coding	16	39	60	45	28	27	26
ENSG00000117480	FAAH	protein_coding	191	289	303	200	186	194	243
ENSG00000245311	ARNTL2-AS1	antisense	10	7	13	4	15	12	12
ENSG00000149809	TM7SF2	protein_coding	121	271	351	173	210	167	226
ENSG00000132589	FLOT2	protein_coding	689	1117	1020	840	441	706	433
ENSG00000167881	SRP68	protein_coding	926	1108	1519	1109	1139	1101	1202
ENSG00000162704	ARPC5	protein_coding	473	569	789	713	733	799	659
ENSG00000072071	ADGRL1	protein_coding	434	495	896	443	301	356	338
ENSG00000261373	VPS9D1-AS1	antisense	126	138	228	168	102	105	61
ENSG00000136247	ZDHHC4	protein_coding	134	211	212	232	124	183	102
ENSG00000160191	PDE9A	protein_coding	134	201	466	318	359	332	409
ENSG00000137494	ANKRD42	protein_coding	158	268	249	104	248	194	210
ENSG00000254206	NPIPB11	protein_coding	35	38	66	19	35	35	65
ENSG00000158864	NDUFS2	protein_coding	906	1006	1012	857	908	1104	967
ENSG00000235703	LINC00894	antisense	84	133	183	43	100	73	200
ENSG00000203791	METTL10	protein_coding	24	33	43	47	26	38	23
ENSG00000213062	RP1-206D15.6	lincRNA	4	10	10	18	4	10	8
ENSG00000225431	AP001626.1	lincRNA	12	17	36	14	7	19	17
ENSG00000125352	RNF113A	protein_coding	108	185	239	158	178	151	133
ENSG00000004660	CAMKK1	protein_coding	63	108	218	151	114	150	80
ENSG00000145912	NHP2	protein_coding	160	198	241	223	194	189	142
ENSG00000114859	CLCN2	protein_coding	121	164	230	120	73	109	67
ENSG00000197043	ANXA6	protein_coding	336	183	182	458	76	410	111
ENSG00000272196	HIST2H2AA4	protein_coding	0	0	2	27	0	0	0
ENSG00000239470	RP11-16F15.2	processed_pseudogene	35	24	48	38	34	24	47
ENSG00000004864	SLC25A13	protein_coding	164	138	243	257	183	336	140
ENSG00000215022	RP1-257A7.4	antisense	16	17	17	5	4	20	9
ENSG00000166311	SMPD1	protein_coding	201	292	398	288	219	271	312
ENSG00000142173	COL6A2	protein_coding	1496	1907	889	1469	540	2026	606
ENSG00000181234	TMEM132C	protein_coding	8	12	6	6	1	23	2
ENSG00000185046	ANKS1B	protein_coding	11	24	15	10	6	4	10
ENSG00000168389	MFSD2A	protein_coding	347	356	563	607	293	322	310
ENSG00000273002	RP11-336K24.12	antisense	6	4	10	5	3	6	16
ENSG00000005175	RPAP3	protein_coding	106	108	210	197	131	152	95
ENSG00000148175	STOM	protein_coding	1026	1699	1476	1709	1306	1556	1147
ENSG00000251364	CTD-2516F10.2	antisense	22	30	48	7	9	17	62
ENSG00000095485	CWF19L1	protein_coding	195	243	377	214	192	279	143
ENSG00000278480	RP5-903E17.2	processed_pseudogene	3	7	10	4	18	5	18
ENSG00000283399	AC004381.8	unprocessed_pseudogene	10	15	11	4	3	12	8
ENSG00000255248	MIR100HG	processed_transcript	310	78	186	404	33	347	46
ENSG00000049540	ELN	protein_coding	122	99	38	136	40	134	34
ENSG00000178802	MPI	protein_coding	108	213	417	322	215	223	203
ENSG00000261253	AC137932.6	antisense	40	1	10	8	6	17	5
ENSG00000146834	MEPCE	protein_coding	651	821	837	676	514	633	505
ENSG00000237036	ZEB1-AS1	antisense	59	48	34	75	13	43	27
ENSG00000155876	RRAGA	protein_coding	312	488	538	591	331	432	338
ENSG00000136160	EDNRB	protein_coding	136	50	108	148	14	423	50
ENSG00000185347	C14orf80	protein_coding	50	141	163	121	84	89	58
ENSG00000227959	RP11-276H7.2	antisense	28	38	89	44	50	29	51
ENSG00000185485	SDHAP1	transcribed_unprocessed_pseudogene	140	168	323	124	281	210	310
ENSG00000272356	RP5-1112D6.8	antisense	13	33	11	9	3	13	11
ENSG00000161681	SHANK1	protein_coding	17	12	48	3	3	8	3
ENSG00000168610	STAT3	protein_coding	2547	2644	2539	2516	1992	2533	2117
ENSG00000177721	ANXA2R	protein_coding	31	47	16	15	11	12	19
ENSG00000078269	SYNJ2	protein_coding	1800	1323	2115	1335	1541	1716	1529
ENSG00000243199	RP11-408P14.1	processed_pseudogene	21	26	45	33	27	29	40
ENSG00000111676	ATN1	protein_coding	2299	2761	2681	1963	2271	2416	2107
ENSG00000169855	ROBO1	protein_coding	2099	2131	1804	1326	731	1221	1160
ENSG00000064225	ST3GAL6	protein_coding	106	46	56	54	19	57	15
ENSG00000270168	LA16c-380H5.3	protein_coding	3	3	32	10	3	6	3
ENSG00000140265	ZSCAN29	protein_coding	253	334	633	319	308	402	334
ENSG00000170684	ZNF296	protein_coding	38	104	200	97	110	90	97
ENSG00000174485	DENND4A	protein_coding	679	628	654	848	328	613	524
ENSG00000126773	PCNX4	protein_coding	289	393	496	418	167	433	145
ENSG00000131236	CAP1	protein_coding	1285	1434	1755	1689	1663	1648	1713
ENSG00000111696	NT5DC3	protein_coding	191	487	232	300	168	349	106
ENSG00000174938	SEZ6L2	protein_coding	693	939	784	631	309	600	465
ENSG00000164318	EGFLAM	protein_coding	15	29	8	52	1	17	4
ENSG00000136521	NDUFB5	protein_coding	179	237	286	265	276	233	232
ENSG00000176194	CIDEA	protein_coding	0	3	40	2	4	0	19
ENSG00000119777	TMEM214	protein_coding	1079	1170	1420	1177	1371	1320	1140
ENSG00000156239	N6AMT1	protein_coding	50	81	136	136	33	106	37
ENSG00000125998	FAM83C	protein_coding	4	22	154	7	46	18	64
ENSG00000132004	FBXW9	protein_coding	31	38	60	61	18	43	13
ENSG00000238160	AC116366.5	antisense	11	16	10	10	5	2	13
ENSG00000160193	WDR4	protein_coding	120	159	373	322	142	235	77
ENSG00000184056	VPS33B	protein_coding	181	244	388	227	182	206	207
ENSG00000049860	HEXB	protein_coding	339	459	561	516	421	500	529
ENSG00000011007	TCEB3	protein_coding	1123	921	1205	929	1123	1024	983
ENSG00000167183	PRR15L	protein_coding	92	290	467	154	303	138	417
ENSG00000182993	C12orf60	protein_coding	10	14	5	16	2	16	5
ENSG00000270307	MTATP6P2	processed_pseudogene	7	4	30	11	8	4	21
ENSG00000118922	KLF12	protein_coding	141	137	200	133	199	193	256
ENSG00000215328	HSPA1A	protein_coding	507	478	598	483	512	457	702
ENSG00000129103	SUMF2	protein_coding	388	687	568	576	400	462	341
ENSG00000283294	RP11-681B3.4	processed_transcript	1	3	8	3	41	13	19
ENSG00000087302	C14orf166	protein_coding	422	444	427	488	414	468	287
ENSG00000232346	SC22CB-1E7.1	processed_pseudogene	20	21	42	30	25	24	43
ENSG00000175793	SFN	protein_coding	1157	1176	1551	1160	1201	1125	1383
ENSG00000233839	RP11-389O22.4	processed_pseudogene	8	13	14	8	7	6	15
ENSG00000233016	SNHG7	antisense	384	378	385	373	338	361	442
ENSG00000135537	LACE1	protein_coding	15	36	41	28	38	28	34
ENSG00000225313	RP11-415J8.3	antisense	51	47	89	48	43	95	58
ENSG00000086598	TMED2	protein_coding	738	782	913	1011	932	1060	738
ENSG00000175224	ATG13	protein_coding	1194	1240	1549	1176	1528	1465	1622
ENSG00000160201	U2AF1	protein_coding	76	50	75	17	62	68	47
ENSG00000152465	NMT2	protein_coding	318	427	436	367	258	353	338
ENSG00000128694	OSGEPL1	protein_coding	19	32	51	35	13	34	12
ENSG00000145241	CENPC	protein_coding	214	301	421	150	327	258	416
ENSG00000267056	AC005336.4	processed_pseudogene	101	138	255	88	360	102	297
ENSG00000163817	SLC6A20	protein_coding	23	88	97	44	75	150	33
ENSG00000137504	CREBZF	protein_coding	898	1121	992	792	884	1141	732
ENSG00000137880	GCHFR	protein_coding	5	16	8	5	10	2	5
ENSG00000068724	TTC7A	protein_coding	431	803	711	612	354	578	401
ENSG00000227676	LINC01068	lincRNA	32	71	48	14	19	22	24
ENSG00000089009	RPL6	protein_coding	971	956	1244	1005	1003	1025	1134
ENSG00000231841	RP11-206F17.2	processed_pseudogene	14	20	28	20	17	18	26
ENSG00000241478	HSPA8P9	processed_pseudogene	11	8	13	11	9	12	27
ENSG00000187193	MT1X	protein_coding	172	154	188	189	98	130	406
ENSG00000119048	UBE2B	protein_coding	357	436	405	400	472	446	503
ENSG00000162600	OMA1	protein_coding	66	145	112	149	93	132	87
ENSG00000099968	BCL2L13	protein_coding	585	820	994	863	758	853	603
ENSG00000163995	ABLIM2	protein_coding	84	54	56	43	26	98	21
ENSG00000153814	JAZF1	protein_coding	29	29	17	36	13	36	15
ENSG00000137216	TMEM63B	protein_coding	1541	1415	1680	1173	1866	1590	1584
ENSG00000132254	ARFIP2	protein_coding	836	1041	1197	850	935	927	978
ENSG00000160218	TRAPPC10	protein_coding	451	582	940	509	736	722	655
ENSG00000260528	FAM157C	lincRNA	4	4	15	7	2	2	22
ENSG00000104324	CPQ	protein_coding	135	107	74	183	69	147	84
ENSG00000051341	POLQ	protein_coding	6	16	13	6	28	7	4
ENSG00000057252	SOAT1	protein_coding	302	345	456	335	279	565	282
ENSG00000248429	RP11-597D13.9	antisense	7	4	6	14	3	9	5
ENSG00000149716	ORAOV1	protein_coding	173	226	452	213	170	239	140
ENSG00000096654	ZNF184	protein_coding	180	199	414	184	232	235	308
ENSG00000139985	ADAM21	protein_coding	18	11	10	5	12	12	16
ENSG00000068489	PRR11	protein_coding	11	18	19	6	48	4	9
ENSG00000105928	DFNA5	protein_coding	91	151	101	225	92	208	41
ENSG00000276345	AC004556.1	protein_coding	0	19	0	0	0	1	22
ENSG00000228847	ATP5G2P4	processed_pseudogene	14	20	29	24	19	15	31
ENSG00000254004	ZNF260	protein_coding	164	165	348	183	154	227	276
ENSG00000215492	HNRNPA1P7	processed_pseudogene	0	0	0	0	0	4	15
ENSG00000275582	RP4-681N20.5	antisense	10	15	14	3	11	18	13
ENSG00000188647	PTAR1	protein_coding	1048	1085	883	693	588	950	658
ENSG00000278730	RP11-147L13.11	lincRNA	123	138	216	137	104	187	141
ENSG00000183977	PP2D1	protein_coding	17	17	20	9	17	18	14
ENSG00000189060	H1F0	protein_coding	1064	1372	1464	1167	1038	1161	1266
ENSG00000144445	KANSL1L	protein_coding	244	277	333	239	147	273	278
ENSG00000241494	RP11-796G6.1	processed_pseudogene	10	24	21	15	11	7	18
ENSG00000259330	INAFM2	antisense	35	43	84	103	46	47	75
ENSG00000166292	TMEM100	protein_coding	6	6	9	7	5	43	12
ENSG00000140948	ZCCHC14	protein_coding	602	747	936	504	427	692	495
ENSG00000280237	MIR4697HG	TEC	84	53	129	54	60	134	28
ENSG00000197013	ZNF429	protein_coding	36	120	122	64	45	82	69
ENSG00000163870	TPRA1	protein_coding	545	592	768	781	785	740	546
ENSG00000121797	CCRL2	protein_coding	30	3	14	17	10	12	13
ENSG00000187123	LYPD6	protein_coding	35	48	122	85	41	70	42
ENSG00000269956	MKNK1-AS1	antisense	9	6	29	12	15	13	25
ENSG00000233597	RP11-343B5.1	processed_pseudogene	3	6	18	6	2	5	15
ENSG00000187601	MAGEH1	protein_coding	76	86	75	100	21	91	27
ENSG00000196504	PRPF40A	protein_coding	808	949	1198	925	924	1153	712
ENSG00000125821	DTD1	protein_coding	88	127	176	205	63	114	86
ENSG00000074935	TUBE1	protein_coding	184	269	236	216	118	333	92
ENSG00000181982	CCDC149	protein_coding	316	346	427	344	209	410	191
ENSG00000255883	RP11-79P5.10	processed_pseudogene	21	13	18	12	17	11	14
ENSG00000168872	DDX19A	protein_coding	201	237	292	225	170	240	127
ENSG00000250295	RDH10-AS1	antisense	14	10	29	10	22	36	34
ENSG00000198498	TMA16	protein_coding	113	152	142	202	120	158	67
ENSG00000282607	MGAM	protein_coding	35	17	43	178	22	74	12
ENSG00000168542	COL3A1	protein_coding	161	219	114	177	66	458	47
ENSG00000172081	MOB3A	protein_coding	396	546	761	698	461	615	458
ENSG00000274780	PHRF1	protein_coding	1092	1470	1748	1082	1232	1160	995
ENSG00000173239	LIPM	protein_coding	13	16	53	11	24	12	56
ENSG00000132694	ARHGEF11	protein_coding	1064	1454	1855	836	1006	1174	1105
ENSG00000116679	IVNS1ABP	protein_coding	1389	1257	1495	1368	1035	1538	1501
ENSG00000135392	DNAJC14	protein_coding	129	173	274	214	159	199	131
ENSG00000236782	RP11-96L14.7	protein_coding	13	12	10	6	8	6	8
ENSG00000108387	SEPT4	protein_coding	17	14	8	9	1	10	10
ENSG00000072682	P4HA2	protein_coding	592	709	724	610	510	387	753
ENSG00000168411	RFWD3	protein_coding	462	653	699	574	637	649	463
ENSG00000155363	MOV10	protein_coding	1572	1763	1853	1241	1549	1679	1506
ENSG00000136824	SMC2	protein_coding	81	98	154	105	56	98	41
ENSG00000213574	LDHAP5	processed_pseudogene	9	11	26	15	10	9	27
ENSG00000272482	RP11-474O21.5	lincRNA	47	100	73	40	56	42	71
ENSG00000261371	PECAM1	protein_coding	1211	246	375	596	44	386	67
ENSG00000116857	TMEM9	protein_coding	176	247	191	168	102	142	131
ENSG00000103343	ZNF174	protein_coding	39	68	88	61	37	52	38
ENSG00000164751	PEX2	protein_coding	221	295	406	309	323	352	305
ENSG00000233901	LINC01503	lincRNA	115	321	304	207	156	178	164
ENSG00000177191	B3GNT8	protein_coding	77	181	371	103	274	122	449
ENSG00000076650	GPATCH1	protein_coding	75	127	204	106	129	136	70
